MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
今右衛門古陶磁美術館,佐賀県,西松浦郡有田町,登録博物館,公益財団法人,美術,https://www.imaemon.co.jp/museum/
佐賀県立九州陶磁文化館,佐賀県,西松浦郡有田町,登録博物館,都道府県立,美術,https://saga-museum.jp/ceramic/
河村美術館,佐賀県,唐津市,指定施設,公益財団法人,美術,https://kawamura.or.jp/
有田ポーセリンパーク,佐賀県,西松浦郡有田町,指定施設,会社,美術,https://www.arita-touki.com/
◎諫早市美術・歴史館,長崎県,諫早市,登録博物館,市区町村立,総合,https://www.city.isahaya.nagasaki.jp/site/bireki/
◎大村市歴史資料館,長崎県,大村市,登録博物館,市区町村立,歴史,https://www.city.omura.nagasaki.jp/rekishi/kyoiku/miraion/rekishishiryoukan.html
佐世保市博物館島瀬美術センター,長崎県,佐世保市,登録博物館,市区町村立,歴史,https://shimabi.com/
◎べネックス恐竜博物館（長崎市恐竜博物館）,長崎県,長崎市,登録博物館,市区町村立,科学,https://nd-museum.jp/
平戸市生月町博物館・島の館,長崎県,平戸市,登録博物館,市区町村立,歴史,https://shimanoyakata.hira-shin.jp/
松浦史料博物館,長崎県,平戸市,登録博物館,公益財団法人,歴史,http://www.matsura.or.jp/
◎長崎バイオパーク,長崎県,西海市,登録博物館,会社,動・水・植物園,https://www.biopark.co.jp/
壱岐市立一支国博物館,長崎県,壱岐市,指定施設,市区町村立,歴史,http://www.iki-haku.jp/
雲仙ビードロ美術館,長崎県,雲仙市,指定施設,会社,美術,https://unzenvidro.weebly.com/
西海国立公園九十九島水族館「海きらら」,長崎県,佐世保市,指定施設,市区町村立,水族館,https://umikirara.jp/
西海国立公園九十九島動植物園「森きらら」,長崎県,佐世保市,指定施設,市区町村立,動・水・植物園,https://morikirara.jp/
ハウステンボス美術館・博物館,長崎県,佐世保市,指定施設,会社,美術,https://www.huistenbosch.co.jp/museum/
長崎県美術館,長崎県,長崎市,指定施設,都道府県立,美術,http://www.nagasaki-museum.jp/
長崎孔子廟中国歴代博物館,長崎県,長崎市,指定施設,公益財団法人,歴史,https://nagasaki-koushibyou.com/
長崎純心大学博物館,長崎県,長崎市,指定施設,私立大学付属,歴史,https://www.n-junshin.ac.jp/univ/research/museum/
長崎ペンギン水族館,長崎県,長崎市,指定施設,市区町村立,動植物園,https://penguin-aqua.jp/
長崎歴史文化博物館,長崎県,長崎市,指定施設,公立その他,歴史,http://www.nmhc.jp/
新上五島町鯨賓館ミュージアム,長崎県,南松浦郡新上五島町,指定施設,市区町村立,歴史,http://www.town.shinkamigoto.nagasaki.jp/geihinkan/
芦北町立星野富弘美術館,熊本県,葦北郡芦北町,登録博物館,市区町村立,美術,http://hoshino-museum.com/
阿蘇火山博物館,熊本県,阿蘇市,登録博物館,公益財団法人,科学,http://www.asomuse.jp/
◎天草市立御所浦恐竜の島博物館,熊本県,天草市,登録博物館,市区町村立,科学,https://goshouramuseum.jp/
◎御船町恐竜博物館,熊本県,上益城郡御船町,登録博物館,市区町村立,科学,https://mifunemuseum.jp/
湯前まんが美術館,熊本県,球磨郡湯前町,登録博物館,市区町村立,美術,https://yunomae-manga.com/
熊本県立美術館,熊本県,熊本市,登録博物館,都道府県立,美術,https://www.pref.kumamoto.jp/site/museum/
熊本博物館,熊本県,熊本市,登録博物館,市区町村立,総合,https://kumamoto-city-museum.jp/
玉名市立歴史博物館こころピア,熊本県,玉名市,登録博物館,市区町村立,歴史,https://www.city.tamana.lg.jp/q/list/455.html
松井文庫驥斎,熊本県,八代市,登録博物館,一般財団法人,歴史,https://www.kinasse-yatsushiro.jp/spots/detail/ea2b5552-e16c-4cf6-b627-5c1e3dfabee1
八代市立博物館未来の森ミュージアム,熊本県,八代市,登録博物館,市区町村立,歴史,http://www.city.yatsushiro.kumamoto.jp/museum/index.jsp
熊本県立装飾古墳館,熊本県,山鹿市,登録博物館,都道府県立,歴史,https://kofunkan.pref.kumamoto.jp/
山鹿市立博物館,熊本県,山鹿市,登録博物館,市区町村立,歴史,https://furusato-yamaga.jp/detail/2/
菊池神社歴史館,熊本県,菊池市,指定施設,宗教法人,歴史,https://xn--btw921c.net/%E6%AD%B4%E5%8F%B2/25/
熊本国際民藝館,熊本県,熊本市,指定施設,公益財団法人,美術,https://kumamoto-mingeikan.com/
熊本市塚原歴史民俗資料館,熊本県,熊本市,指定施設,市区町村立,歴史,https://tsukawara.kumamoto-city-museum.jp/
熊本市動植物園,熊本県,熊本市,指定施設,市区町村立,動・水・植物園,https://www.ezooko.jp/
熊本大学五高記念館,熊本県,熊本市,指定施設,国立大学法人,歴史,https://www.goko.kumamoto-u.ac.jp/
島田美術館,熊本県,熊本市,指定施設,公益財団法人,美術,https://www.shimada-museum.net/index.php
神風連資料館,熊本県,熊本市,指定施設,一般財団法人,歴史,
肥後の里山ギャラリー,熊本県,熊本市,指定施設,会社,総合,https://www.higobank.co.jp/aboutus/higonosatoyama/index.html
本妙寺宝物館,熊本県,熊本市,指定施設,宗教法人,歴史,https://www.honmyouji.jp/houmotu.html
◎大分県立歴史博物館（宇佐風土記の丘）,大分県,宇佐市,登録博物館,都道府県立,歴史,https://www.pref.oita.jp/site/rekishihakubutsukan/
◎大分県立美術館,大分県,大分市,登録博物館,都道府県立,美術,https://www.opam.jp/
大分市美術館,大分県,大分市,登録博物館,市区町村立,美術,http://www.city.oita.oita.jp/bunkasports/bunka/bijutsukan/
国東市歴史体験学習館,大分県,国東市,登録博物館,市区町村立,歴史,https://www.city.kunisaki.oita.jp/site/yayoinomura/
◎竹田市歴史文化館・由学館,大分県,竹田市,登録博物館,市区町村立,歴史,https://www.city.taketa.oita.jp/bunka_rekishi_kanko/yugakukan/index.html
中津市歴史博物館,大分県,中津市,登録博物館,市区町村立,歴史,http://nakahaku.jp/
二階堂美術館,大分県,速見郡日出町,登録博物館,公益財団法人,美術,https://nikaidou-bijyutukan.com/
九州自然動物公園,大分県,宇佐市,指定施設,会社,動物園,http://www.africansafari.co.jp/
大分県立先哲史料館,大分県,大分市,指定施設,都道府県立,歴史,https://www.pref.oita.jp/site/sentetsusiryokan/
大分マリーンパレス水族館「うみたまご」,大分県,大分市,指定施設,会社,水族館,https://www.umitamago.jp/
久留島武彦記念館,大分県,玖珠郡玖珠町,指定施設,市区町村立,歴史,http://kurushimatakehiko.com/
耶馬溪風物館,大分県,中津市,指定施設,市区町村立,歴史,https://www.city-nakatsu.jp/doc/2015032000841/
日田市立博物館,大分県,日田市,指定施設,市区町村立,科学,https://www.city.hita.oita.jp/shisetsu/hakubutukan/7596.html
廣瀬資料館,大分県,日田市,指定施設,公益財団法人,歴史,http://hirose-museum.jp/
大分香りの博物館,大分県,別府市,指定施設,私立大学付属,歴史,http://oita-kaori.jp/
別府大学附属博物館,大分県,別府市,指定施設,私立大学付属,歴史,https://www.beppu-u.ac.jp/research/institutions/museum/
高鍋町美術館,宮崎県,児湯郡高鍋町,登録博物館,市区町村立,美術,https://www.town.takanabe.lg.jp/museum/index.html
宮崎県立西都原考古博物館,宮崎県,西都市,登録博物館,都道府県立,歴史,https://saito-muse.pref.miyazaki.jp/web/index.html
◎延岡城・内藤記念博物館,宮崎県,延岡市,登録博物館,市区町村立,歴史,https://nobeoka-naito-museum.jp
都城島津邸,宮崎県,都城市,登録博物館,市区町村立,歴史,https://www.city.miyakonojo.miyazaki.jp/site/shimazu/
都城市立美術館,宮崎県,都城市,登録博物館,市区町村立,美術,https://www.city.miyakonojo.miyazaki.jp/site/artmuseum/
宮崎県総合博物館,宮崎県,宮崎市,登録博物館,都道府県立,総合,https://www.miyazaki-archive.jp/museum/
◎宮崎県立美術館,宮崎県,宮崎市,登録博物館,都道府県立,美術,https://www.miyazaki-archive.jp/bijutsu/
椎葉民俗芸能博物館,宮崎県,東臼杵郡椎葉村,指定施設,市区町村立,総合,https://www.shiibakanko.jp/tourism/spot/spot3
宮崎市フェニックス自然動物園,宮崎県,宮崎市,指定施設,市区町村立,動物園,https://www.miyazaki-city-zoo.jp/
宮崎大学農学部附属農業博物館,宮崎県,宮崎市,指定施設,国立大学法人,科学,https://www.miyazaki-u.ac.jp/museum/
原野農芸博物館,鹿児島県,奄美市,登録博物館,一般財団法人,歴史,https://haranoam.synapse-site.jp/
◎指宿市考古博物館時遊館ＣＯＣＣＯはしむれ,鹿児島県,指宿市,登録博物館,市区町村立,歴史,https://www.city.ibusuki.lg.jp/cocco/
岩崎美術館,鹿児島県,指宿市,登録博物館,一般財団法人,美術,https://www.iwasaki-zaidan.org/artmuseum/
◎鹿児島県立博物館,鹿児島県,鹿児島市,登録博物館,都道府県立,科学,https://www.pref.kagoshima.jp/hakubutsukan/
◎鹿児島県歴史・美術センター黎明館,鹿児島県,鹿児島市,登録博物館,都道府県立,歴史,https://www.pref.kagoshima.jp/reimeikan/
示現流兵法所史料館,鹿児島県,鹿児島市,登録博物館,公益財団法人,歴史,https://www.jigen-ryu.com/archives/
長島美術館,鹿児島県,鹿児島市,登録博物館,公益財団法人,美術,https://ngp.jp/nagashima-museum/
中村晋也美術館,鹿児島県,鹿児島市,登録博物館,公益財団法人,美術,http://www.ne.jp/asahi/musee/nakamura/
三宅美術館,鹿児島県,鹿児島市,登録博物館,一般財団法人,美術,https://www.miyake-art.com/
陽山美術館,鹿児島県,鹿児島市,登録博物館,一般財団法人,美術,http://www.musee-yozan.or.jp/
児玉美術館,鹿児島県,鹿児島市,登録博物館,公益財団法人,美術,https://www.kodama-art-museum.or.jp/
松下美術館,鹿児島県,霧島市,登録博物館,一般財団法人,美術,https://matsushita-art.synapse.kagoshima.jp/matushita_index.htm
吉井淳二美術館,鹿児島県,南さつま市,登録博物館,社会福祉法人,美術,http://www.nonohanakai.or.jp/museum/
長崎鼻パーキングガーデン,鹿児島県,指宿市,指定施設,会社,動・水・植物園,http://nagasakibana.com/
かごしま近代文学館・かごしまメルヘン館,鹿児島県,鹿児島市,指定施設,市区町村立,歴史,https://www.k-kb.or.jp/kinmeru/
鹿児島国際大学博物館実習施設（鹿児島国際大学ミュージアム）,鹿児島県,鹿児島市,指定施設,私立大学付属,歴史,http://museum.iuk-plus.net/
鹿児島市平川動物公園,鹿児島県,鹿児島市,指定施設,市区町村立,動物園,https://hirakawazoo.jp/
鹿児島市立美術館,鹿児島県,鹿児島市,指定施設,市区町村立,美術,https://www.city.kagoshima.lg.jp/artmuseum/
鹿児島大学総合研究博物館,鹿児島県,鹿児島市,指定施設,国立大学法人,総合,https://www.museum.kagoshima-u.ac.jp/
尚古集成館,鹿児島県,鹿児島市,指定施設,会社,歴史,https://www.shuseikan.jp/
南種子町広田遺跡ミュージアム,鹿児島県,熊毛郡南種子町,指定施設,市区町村立,歴史,http://www.town.minamitane.kagoshima.jp/institution/hirotasitemuseum.html
知覧特攻平和会館,鹿児島県,南九州市,指定施設,市区町村立,歴史,https://www.chiran-tokkou.jp/
石垣市立八重山博物館,沖縄県,石垣市,登録博物館,市区町村立,歴史,https://www.city.ishigaki.okinawa.jp/kurashi_gyosei/kanko_bunka_sport/hakubutsukan/index.html
ひめゆり平和祈念資料館,沖縄県,糸満市,登録博物館,公益社団法人,歴史,https://himeyuri.or.jp/JP/top.html
浦添市美術館,沖縄県,浦添市,登録博物館,市区町村立,美術,https://www.city.urasoe.lg.jp/category/art/
沖縄市立郷土博物館,沖縄県,沖縄市,登録博物館,市区町村立,総合,https://www.city.okinawa.okinawa.jp/k063/sportsbunka/hakubutsukan/kyoudohakubutsukan/134/index.html
◎宜野湾市立博物館,沖縄県,宜野湾市,登録博物館,市区町村立,歴史,https://www.city.ginowan.lg.jp/soshiki/kyoiku/1/2/index.html
久米島博物館,沖縄県,久米島町,登録博物館,市区町村立,総合,https://sizenbunka.ti-da.net/
名護博物館,沖縄県,名護市,登録博物館,市区町村立,総合,https://www.city.nago.okinawa.jp/museum/
◎沖縄県立博物館・美術館,沖縄県,那覇市,登録博物館,都道府県立,総合,https://okimu.jp/
那覇市立壺屋焼物博物館,沖縄県,那覇市,登録博物館,市区町村立,歴史,http://www.edu.city.naha.okinawa.jp/tsuboya/
宮古島市総合博物館,沖縄県,宮古島市,登録博物館,市区町村立,総合,https://www.city.miyakojima.lg.jp/soshiki/kyouiku/syougaigakusyu/hakubutsukan/
沖縄美ら海水族館,沖縄県,本部町,登録博物館,一般財団法人,水族館,https://churaumi.okinawa/
沖縄こどもの国,沖縄県,沖縄市,指定施設,公益財団法人,動物園,https://www.okzm.jp/
東南植物楽園,沖縄県,沖縄市,指定施設,会社,動・水・植物園,https://www.southeast-botanical.jp/
○アスムイハイクス(沖縄石の文化博物館),沖縄県,国頭郡国頭村,指定施設,会社,総合,https://www.asmui.jp
沖縄空手会館,沖縄県,豊見城市,指定施設,都道府県立,歴史,https://karatekaikan.jp/
琉球大学博物館（風樹館）,沖縄県,中頭郡西原町,指定施設,国立大学法人,総合,https://fujukan.skr.u-ryukyu.ac.jp/
沖縄県立芸術大学附属図書・芸術資料館,沖縄県,那覇市,指定施設,公立大学付属,美術,https://www2.lib.okigei.ac.jp/lib/lib.html
対馬丸記念館,沖縄県,那覇市,指定施設,公益財団法人,歴史,http://tsushimamaru.or.jp/
おきなわワールド,沖縄県,南城市,指定施設,会社,総合,https://www.gyokusendo.co.jp/okinawaworld/
