MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
千曲市さらしなの里歴史資料館,長野県,千曲市,登録博物館,市区町村立,歴史,https://www.city.chikuma.lg.jp/soshiki/rekishibunkazaicenter/sarashinanosato_rekishi/2270.html
千曲市森将軍塚古墳館,長野県,千曲市,登録博物館,市区町村立,歴史,https://www.city.chikuma.lg.jp/soshiki/rekishibunkazaicenter/mori_shogunzuka/index.html
長野県立歴史館,長野県,千曲市,登録博物館,都道府県立,歴史,https://www.npmh.net/
茅野市神長官守矢史料館,長野県,茅野市,登録博物館,市区町村立,歴史,https://www.city.chino.lg.jp/soshiki/bunkazai/1639.html
茅野市尖石縄文考古館,長野県,茅野市,登録博物館,市区町村立,歴史,https://www.city.chino.lg.jp/site/togariishi/
茅野市八ヶ岳総合博物館,長野県,茅野市,登録博物館,市区町村立,総合,https://www.city.chino.lg.jp/site/y-hakubutsukan/
中野市立博物館,長野県,中野市,登録博物館,市区町村立,総合,https://www.city.nakano.nagano.jp/categories/hakubutukan/
北野美術館,長野県,長野市,登録博物館,公益財団法人,美術,https://kitano-museum.or.jp/
北野美術館分館北野カルチュラルセンター,長野県,長野市,登録博物館,公益財団法人,美術,https://kitano-museum.or.jp/cultural/
信濃教育博物館,長野県,長野市,登録博物館,公益社団法人,総合,https://shinkyo.or.jp/museum/guide
長野県立美術館,長野県,長野市,登録博物館,都道府県立,美術,https://nagano.art.museum/
長野市立博物館,長野県,長野市,登録博物館,市区町村立,総合,https://www.city.nagano.nagano.jp/museum/
長野市立博物館分館　信州新町美術館　有島生馬記念館,長野県,長野市,登録博物館,市区町村立,美術,http://www.ngn.janis.or.jp/~shinmachi-museum/
長野市立博物館分館　戸隠地質化石博物館,長野県,長野市,登録博物館,市区町村立,科学,http://www.tgk.janis.or.jp/~togakushi-museum/index.html
水野美術館,長野県,長野市,登録博物館,公益財団法人,美術,https://mizuno-museum.jp/
朝日美術館,長野県,東筑摩郡朝日村,登録博物館,市区町村立,美術,https://www.vill.asahi.nagano.jp/special/asahibijutsukan/index.html
日本浮世絵博物館,長野県,松本市,登録博物館,一般財団法人,美術,http://www.japan-ukiyoe-museum.com/
松本市美術館,長野県,松本市,登録博物館,市区町村立,美術,https://matsumoto-artmuse.jp/
松本市立博物館,長野県,松本市,登録博物館,市区町村立,総合,https://matsumoto-city-museum.jp/
松本市立博物館分館　旧制高等学校記念館,長野県,松本市,登録博物館,市区町村立,歴史,https://matsu-haku.com/koutougakkou/
松本市立博物館分館　松本市立考古博物館,長野県,松本市,登録博物館,市区町村立,歴史,https://matsu-haku.com/kouko/
松本市立博物館分館　松本市歴史の里,長野県,松本市,登録博物館,市区町村立,歴史,https://matsu-haku.com/rekishinosato/
小海町高原美術館,長野県,南佐久郡小海町,登録博物館,市区町村立,美術,https://www.koumi-museum.com/
岡谷蚕糸博物館,長野県,岡谷市,指定施設,市区町村立,歴史,https://silkfact.jp/
一茶記念館,長野県,上水内郡信濃町,指定施設,市区町村立,歴史,http://www.issakinenkan.com/
塩尻市立平出博物館,長野県,塩尻市,指定施設,市区町村立,歴史,https://hiraide.shiojiri.com/
信州大学教育学部附属志賀自然教育研究施設,長野県,下高井郡山ノ内町,指定施設,国立大学法人,科学,https://www.shinshu-u.ac.jp/faculty/education/shiga/index.html
京都造形芸術大学附属康耀堂美術館,長野県,茅野市,指定施設,私立学校法人,美術,http://www.koyodo-museum.com/
古代遺跡徳間博物館,長野県,長野市,指定施設,会社,歴史,
善光寺大勧進宝物館,長野県,長野市,指定施設,宗教法人,歴史,https://daikanjin.jp/houbutsu/
坂城町鉄の展示館,長野県,埴科郡坂城町,指定施設,市区町村立,美術,https://www.tetsu-museum.info/
◎世界淡水魚園水族館,岐阜県,各務原市,登録博物館,都道府県立,水族館,https://aquatotto.com/
◎内藤記念くすり博物館,岐阜県,各務原市,登録博物館,会社,総合,https://www.eisai.co.jp/museum/information/index.html
荒川豊蔵資料館,岐阜県,可児市,登録博物館,市区町村立,美術,https://www.city.kani.lg.jp/10013.htm
◎岐阜県美術館,岐阜県,岐阜市,登録博物館,都道府県立,美術,https://kenbi.pref.gifu.lg.jp/
岐阜市科学館,岐阜県,岐阜市,登録博物館,市区町村立,科学,https://www.city.gifu.lg.jp/kankoubunka/kagakukan/index.html
岐阜市歴史博物館,岐阜県,岐阜市,登録博物館,市区町村立,歴史,https://www.rekihaku.gifu.gifu.jp/
岐阜市歴史博物館分館　加藤栄三・東一記念美術館,岐阜県,岐阜市,登録博物館,市区町村立,美術,https://www.rekihaku.gifu.gifu.jp/katoukinen/
岐阜市歴史博物館分室　原三渓記念室,岐阜県,岐阜市,登録博物館,市区町村立,歴史,https://www.rekihaku.gifu.gifu.jp/harasankei/
三甲美術館,岐阜県,岐阜市,登録博物館,公益財団法人,美術,https://sanko-museum.or.jp/
◎岐阜県博物館,岐阜県,関市,登録博物館,都道府県立,美術,https://www.gifu-kenpaku.jp/
光ミュージアム,岐阜県,高山市,登録博物館,一般財団法人,総合,https://h-am.jp/
◎岐阜県現代陶芸美術館,岐阜県,多治見市,登録博物館,都道府県立,美術,https://www.cpm-gifu.jp/museum/
中津川市鉱物博物館,岐阜県,中津川市,登録博物館,市区町村立,科学,https://www.city.nakatsugawa.lg.jp/museum/m/index.html
◎岐阜関ケ原古戦場記念館,岐阜県,不破郡関ケ原町,登録博物館,都道府県立,歴史,https://sekigahara.pref.gifu.lg.jp
瑞浪市化石博物館,岐阜県,瑞浪市,登録博物館,市区町村立,科学,https://www.city.mizunami.lg.jp/kankou_bunka/1004960/kaseki_museum/index.html
美濃加茂市民ミュージアム,岐阜県,美濃加茂市,登録博物館,市区町村立,総合,http://www.forest.minokamo.gifu.jp/
岐阜かかみがはら航空宇宙博物館,岐阜県,各務原市,指定施設,公立その他,科学,http://www.sorahaku.net/
下呂市下呂ふるさと歴史記念館,岐阜県,下呂市,指定施設,市区町村立,歴史,
高山祭屋台会館,岐阜県,高山市,指定施設,宗教法人,歴史,http://www.hidahachimangu.jp/yataikaikan/welcome.html
飛騨高山茶の湯の森,岐阜県,高山市,指定施設,会社,美術,http://www.nakada-net.jp/chanoyu/
飛騨高山まちの博物館,岐阜県,高山市,指定施設,市区町村立,総合,https://www.city.takayama.lg.jp/machihaku/
飛騨高山まつりの森高山祭りミュージアム,岐阜県,高山市,指定施設,会社,歴史,http://www.togeihida.co.jp/
飛騨高山まつりの森ちょうの館,岐阜県,高山市,指定施設,会社,科学,http://www.togeihida.co.jp/sizen/
飛騨民俗村,岐阜県,高山市,指定施設,市区町村立,歴史,https://hidanosato.com/
藤村記念館,岐阜県,中津川市,指定施設,一般財団法人,歴史,http://toson.jp/
◎ＭＯＡ美術館,静岡県,熱海市,登録博物館,公益財団法人,美術,https://www.moaart.or.jp/
池田２０世紀美術館,静岡県,伊東市,登録博物館,公益財団法人,美術,https://ikeda20.or.jp/
崔如琢美術館,静岡県,伊東市,登録博物館,公益財団法人,美術,http://www.yoko.or.jp/about/
◎磐田市香りの博物館,静岡県,磐田市,登録博物館,市区町村立,美術,https://www.iwata-kaori.jp/
◎掛川市二の丸美術館,静岡県,掛川市,登録博物館,市区町村立,美術,https://k-kousya.or.jp/ninomaru/
一般財団法人　清水港湾博物館（フェルケール博物館）,静岡県,静岡市,登録博物館,一般財団法人,歴史,https://www.verkehr-museum.jp/
久能山東照宮博物館,静岡県,静岡市,登録博物館,宗教法人,歴史,https://www.toshogu.or.jp/kt_museum/
公益財団法人　駿府博物館,静岡県,静岡市,登録博物館,公益財団法人,美術,http://www.sbs-bunkafukushi.com/museum/
◎静岡県立美術館,静岡県,静岡市,登録博物館,都道府県立,美術,https://spmoa.shizuoka.shizuoka.jp/
静岡市立芹沢銈介美術館,静岡県,静岡市,登録博物館,市区町村立,美術,https://www.seribi.jp/
静岡市立登呂博物館,静岡県,静岡市,登録博物館,市区町村立,歴史,https://www.shizuoka-toromuseum.jp/
◎ふじのくに地球環境史ミュージアム,静岡県,静岡市,登録博物館,都道府県立,科学,https://www.fujimu100.jp
島田市博物館,静岡県,島田市,登録博物館,市区町村立,歴史,https://www.city.shimada.shizuoka.jp/shimahaku
上原美術館,静岡県,下田市,登録博物館,公益財団法人,美術,https://uehara-museum.or.jp/
◎ベルナール・ビュフェ美術館,静岡県,駿東郡長泉町,登録博物館,一般財団法人,美術,https://www.buffet-museum.jp/
月光天文台,静岡県,田方郡函南町,登録博物館,公益財団法人,科学,https://gekkou.or.jp/
沼津市戸田造船郷土資料博物館,静岡県,沼津市,登録博物館,市区町村立,総合,https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/zosen/
沼津市明治史料館,静岡県,沼津市,登録博物館,市区町村立,歴史,https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/meiji/
沼津市歴史民俗資料館,静岡県,沼津市,登録博物館,市区町村立,歴史,https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/rekishiminzoku/
公益財団法人　平野美術館,静岡県,浜松市,登録博物館,公益財団法人,美術,http://www.hirano-museum.jp/index.html
◎浜松科学館,静岡県,浜松市,登録博物館,市区町村立,科学,https://www.mirai-ra.jp
浜松市秋野不矩美術館,静岡県,浜松市,登録博物館,市区町村立,美術,https://www.akinofuku-museum.jp/
浜松市博物館,静岡県,浜松市,登録博物館,市区町村立,歴史,https://www.city.hamamatsu.shizuoka.jp/hamahaku/
浜松市美術館,静岡県,浜松市,登録博物館,市区町村立,美術,https://www.city.hamamatsu.shizuoka.jp/artmuse/
藤枝市郷土博物館,静岡県,藤枝市,登録博物館,市区町村立,歴史,https://www.city.fujieda.shizuoka.jp/kyodomuse/index.html
富士山かぐや姫ミュージアム（富士市立博物館）,静岡県,富士市,登録博物館,市区町村立,歴史,https://museum.city.fuji.shizuoka.jp/
奇石博物館,静岡県,富士宮市,登録博物館,一般財団法人,科学,http://www.kiseki-jp.com/
◎公益社団法人佐野美術館,静岡県,三島市,登録博物館,公益財団法人,美術,https://www.sanobi.or.jp/
三島市郷土資料館,静岡県,三島市,登録博物館,市区町村立,総合,https://www.city.mishima.shizuoka.jp/kyoudo/
伊豆シャボテン公園,静岡県,伊東市,指定施設,会社,動・水・植物園,https://izushaboten.com/
磐田市旧見付学校,静岡県,磐田市,指定施設,市区町村立,歴史,https://www.city.iwata.shizuoka.jp/shisetsu_guide/toshokan_bunka/tenji/1003509.html
体感型動物園iZoo,静岡県,賀茂郡河津町,指定施設,会社,動物園,http://izoo.co.jp/
熱川バナナワニ園,静岡県,賀茂郡東伊豆町,指定施設,会社,動・水・植物園,http://bananawani.jp/
静岡市東海道広重美術館,静岡県,静岡市,指定施設,市区町村立,美術,https://tokaido-hiroshige.jp/
静岡市美術館,静岡県,静岡市,指定施設,市区町村立,美術,https://shizubi.jp/
静岡市歴史博物館,静岡県,静岡市,指定施設,市区町村立,歴史,https://scmh.jp/
東海大学海洋科学博物館,静岡県,静岡市,指定施設,私立大学付属,科学,https://www.umi.muse-tokai.jp/
東海大学自然史博物館,静岡県,静岡市,指定施設,私立大学付属,科学,https://www.sizen.muse-tokai.jp/
下田海中水族館,静岡県,下田市,指定施設,会社,水族館,https://shimoda-aquarium.com/
富士自然動物公園　富士サファリパーク,静岡県,裾野市,指定施設,会社,動物園,https://www.fujisafari.co.jp/
伊豆三津シーパラダイス,静岡県,沼津市,指定施設,会社,水族館,https://www.mitosea.com/
浜名湖オルゴールミュージアム,静岡県,浜松市,指定施設,会社,歴史,https://www.hamanako-orgel.jp/
浜松市楽器博物館,静岡県,浜松市,指定施設,市区町村立,歴史,https://www.gakkihaku.jp/
浜松市動物園,静岡県,浜松市,指定施設,市区町村立,動物園,https://hamazoo.net/
三嶋大社宝物館,静岡県,三島市,指定施設,宗教法人,歴史,http://mishimataisha.or.jp/treasure/
焼津市歴史民俗資料館,静岡県,焼津市,指定施設,市区町村立,歴史,https://www.city.yaizu.lg.jp/museum/rekimin/index.html
◎安城市歴史博物館,愛知県,安城市,登録博物館,市区町村立,歴史,https://www.ansyobunka.jp/
◎一宮市博物館,愛知県,一宮市,登録博物館,市区町村立,歴史,https://www.icm-jp.com/
稲沢市荻須記念美術館,愛知県,稲沢市,登録博物館,市区町村立,美術,http://www.city.inazawa.aichi.jp/museum/
◎公益財団法人日本モンキーセンター,愛知県,犬山市,登録博物館,公益財団法人,動物園,https://www.j-monkey.jp/
博物館明治村,愛知県,犬山市,登録博物館,公益財団法人,歴史,https://www.meijimura.com/
岡崎市美術博物館,愛知県,岡崎市,登録博物館,市区町村立,美術,https://www.city.okazaki.lg.jp/museum/
◎刈谷市歴史博物館,愛知県,刈谷市,登録博物館,市区町村立,歴史,https://www.city.kariya.lg.jp/rekihaku/
◎高浜市やきものの里かわら美術館・図書館,愛知県,高浜市,登録博物館,市区町村立,美術,http://www.takahama-kawara-museum.com/index.html
田原市博物館,愛知県,田原市,登録博物館,市区町村立,歴史,https://www.taharamuseum.gr.jp/
豊田市美術館,愛知県,豊田市,登録博物館,市区町村立,美術,https://www.museum.toyota.aichi.jp/
◎豊橋市自然史博物館,愛知県,豊橋市,登録博物館,市区町村立,科学,https://www.toyohaku.gr.jp/sizensi/
豊橋市地下資源館,愛知県,豊橋市,登録博物館,市区町村立,科学,https://www.toyohaku.gr.jp/chika/
豊橋市美術博物館,愛知県,豊橋市,登録博物館,市区町村立,美術,http://www.toyohashi-bihaku.jp/
豊橋市二川宿本陣資料館,愛知県,豊橋市,登録博物館,市区町村立,歴史,https://futagawa-honjin.jp/
◎豊橋総合動植物公園,愛知県,豊橋市,登録博物館,市区町村立,動・水・植物園,https://www.nonhoi.jp
名都美術館,愛知県,長久手市,登録博物館,一般財団法人,美術,http://www.meito.hayatele.co.jp/
熱田神宮宝物館,愛知県,名古屋市,登録博物館,宗教法人,歴史,https://www.atsutajingu.or.jp/houmotukan_kusanagi/houmotukan/
荒木集成館,愛知県,名古屋市,登録博物館,公益財団法人,歴史,http://www.arakishuseikan.ecweb.jp/
桑山美術館,愛知県,名古屋市,登録博物館,公益財団法人,美術,http://www.kuwayama-museum.jp/
昭和美術館,愛知県,名古屋市,登録博物館,公益財団法人,美術,https://www.shouwa-museum.com/index.html
唐九郎記念館（翠松園陶芸記念館）,愛知県,名古屋市,登録博物館,公益財団法人,美術,https://www.city.nagoya.jp/moriyama/page/0000001531.html
徳川美術館,愛知県,名古屋市,登録博物館,公益財団法人,美術,https://www.tokugawa-art-museum.jp/
◎名古屋市科学館,愛知県,名古屋市,登録博物館,市区町村立,科学,http://www.ncsm.city.nagoya.jp/
名古屋市博物館,愛知県,名古屋市,登録博物館,市区町村立,歴史,http://www.museum.city.nagoya.jp/
名古屋市美術館,愛知県,名古屋市,登録博物館,市区町村立,美術,https://art-museum.city.nagoya.jp/
名古屋市見晴台考古資料館,愛知県,名古屋市,登録博物館,市区町村立,歴史,https://www.city.nagoya.jp/kurashi/category/19-15-2-8-0-0-0-0-0-0.html
◎古川美術館,愛知県,名古屋市,登録博物館,公益財団法人,美術,https://www.furukawa-museum.or.jp/
横山美術館,愛知県,名古屋市,登録博物館,公益財団法人,美術,https://www.yokoyama-art-museum.or.jp/
楽只美術館,愛知県,名古屋市,登録博物館,一般財団法人,美術,http://www.mc.ccnw.ne.jp/nagoya-taikan/rakusi.html
◎西尾市岩瀬文庫,愛知県,西尾市,登録博物館,市区町村立,歴史,https://iwasebunko.jp/
公益財団法人かみや美術館,愛知県,半田市,登録博物館,公益財団法人,美術,http://www.kamiya-muse.or.jp/
半田市立博物館,愛知県,半田市,登録博物館,市区町村立,総合,https://www.city.handa.lg.jp/bunka/bunkashisetsu/1002704/index.html
◎碧南海浜水族館,愛知県,碧南市,登録博物館,市区町村立,水族館,https://www.city.hekinan.lg.jp/aquarium/index.html
◎碧南市藤井達吉現代美術館,愛知県,碧南市,登録博物館,市区町村立,美術,https://www.city.hekinan.lg.jp/museum/index.html
野外民族博物館リトルワールド,愛知県,犬山市,指定施設,会社,野外博物館,https://www.littleworld.jp/
春日井市道風記念館,愛知県,春日井市,指定施設,市区町村立,美術,https://www.city.kasugai.lg.jp/shisei/shisetsu/bunka/tofu/index.html
中部大学民族資料博物館,愛知県,春日井市,指定施設,私立大学付属,歴史,https://www.chubu.ac.jp/student-life/facilities/museum/
刈谷市美術館,愛知県,刈谷市,指定施設,市区町村立,美術,https://www.city.kariya.lg.jp/museum/
愛知県陶磁美術館,愛知県,瀬戸市,指定施設,都道府県立,美術,https://www.pref.aichi.jp/touji/
瀬戸蔵ミュージアム,愛知県,瀬戸市,指定施設,市区町村立,歴史,https://www.city.seto.aichi.jp/docs/2011/03/15/00092/
瀬戸市美術館,愛知県,瀬戸市,指定施設,市区町村立,美術,http://www.seto-cul.jp/seto-museum/
南知多ビーチランド,愛知県,知多郡美浜町,指定施設,会社,水族館,https://beachland.jp/
INAXライブミュージアム,愛知県,常滑市,指定施設,会社,美術,https://livingculture.lixil.com/ilm/
愛知県立芸術大学芸術資料館・法隆寺金堂壁画模写展示館,愛知県,長久手市,指定施設,公立大学付属,美術,https://www.aichi-fam-u.ac.jp/#top
愛知芸術文化センター愛知県美術館,愛知県,名古屋市,指定施設,都道府県立,美術,https://www-art.aac.pref.aichi.jp/
戦争と平和の資料館ピースあいち,愛知県,名古屋市,指定施設,NPO,歴史,https://peace-aichi.com/
名古屋港水族館,愛知県,名古屋市,指定施設,組合,水族館,https://nagoyaaqua.jp/
名古屋市東山動植物園,愛知県,名古屋市,指定施設,市区町村立,動・水・植物園,https://www.higashiyama.city.nagoya.jp/
南山大学人類学博物館,愛知県,名古屋市,指定施設,私立大学付属,歴史,https://rci.nanzan-u.ac.jp/museum/
伊賀流忍者博物館,三重県,伊賀市,登録博物館,一般社団法人,歴史,https://www.iganinja.jp/
◎神宮徴古館農業館・式年遷宮記念せんぐう館,三重県,伊勢市,登録博物館,宗教法人,総合,https://museum.isejingu.or.jp/index.html
◎式年遷宮記念神宮美術館,三重県,伊勢市,登録博物館,宗教法人,美術,https://museum.isejingu.or.jp/artmuseum/index.html
亀山市歴史博物館,三重県,亀山市,登録博物館,市区町村立,歴史,http://kameyamarekihaku.jp/
◎桑名市博物館,三重県,桑名市,登録博物館,市区町村立,美術,https://www.city.kuwana.lg.jp/shisetsu/bunka/005.html
鈴鹿市考古博物館,三重県,鈴鹿市,登録博物館,市区町村立,歴史,https://www.city.suzuka.lg.jp/kouko/
◎斎宮歴史博物館,三重県,多気郡明和町,登録博物館,都道府県立,歴史,https://www.bunka.pref.mie.lg.jp/saiku/
◎石水博物館,三重県,津市,登録博物館,公益財団法人,美術,https://sekisui-museum.or.jp/
◎三重県総合博物館,三重県,津市,登録博物館,都道府県立,総合,https://www.bunka.pref.mie.lg.jp/MieMu/
◎三重県立美術館,三重県,津市,登録博物館,都道府県立,美術,https://www.bunka.pref.mie.lg.jp/art-museum/index.shtm
鳥羽市立海の博物館,三重県,鳥羽市,登録博物館,市区町村立,歴史,http://www.umihaku.com/
◎鳥羽水族館,三重県,鳥羽市,登録博物館,会社,水族館,https://aquarium.co.jp/
◎松浦武四郎記念館,三重県,松阪市,登録博物館,市区町村立,歴史,https://takeshiro.net/
◎松阪市文化財センター,三重県,松阪市,登録博物館,市区町村立,歴史,https://www.city.matsusaka.mie.jp/site/bunkazai-center/
本居宣長記念館,三重県,松阪市,登録博物館,公益財団法人,歴史,https://www.norinagakinenkan.com/
朝日町歴史博物館,三重県,三重郡朝日町,登録博物館,市区町村立,歴史,https://asahitown-museum.com/
◎パラミタ・ミュージアム,三重県,三重郡菰野町,登録博物館,公益財団法人,美術,https://www.paramitamuseum.com/top.html
澄懐堂美術館,三重県,四日市市,登録博物館,一般財団法人,美術,https://chokaido.jp/
四日市市立博物館,三重県,四日市市,登録博物館,市区町村立,総合,https://www.city.yokkaichi.mie.jp/museum/museum.html
伊勢夫婦岩ふれあい水族館シーパラダイス,三重県,伊勢市,指定施設,会社,動・水・植物園,https://ise-seaparadise.com/
愛荘町立歴史文化博物館,滋賀県,愛知郡愛荘町,登録博物館,市区町村立,歴史,https://www.town.aisho.shiga.jp/hakubutsukan/index.html
滋賀県立安土城考古博物館,滋賀県,近江八幡市,登録博物館,都道府県立,歴史,https://azuchi-museum.or.jp/
大津市歴史博物館,滋賀県,大津市,登録博物館,市区町村立,歴史,https://www.rekihaku.otsu.shiga.jp/
木下美術館,滋賀県,大津市,登録博物館,公益財団法人,美術,https://www.kinoshita-museum.com/
滋賀県立美術館,滋賀県,大津市,登録博物館,都道府県立,美術,https://www.shigamuseum.jp/
膳所焼美術館,滋賀県,大津市,登録博物館,公益財団法人,美術,https://zezeyaki.or.jp/
滋賀県立琵琶湖博物館,滋賀県,草津市,登録博物館,都道府県立,総合,https://www.biwahaku.jp/
◎滋賀県立陶芸の森,滋賀県,甲賀市,登録博物館,都道府県立,美術,https://www.sccp.jp
ＭＩＨＯ　ＭＵＳＥＵＭ,滋賀県,甲賀市,登録博物館,公益財団法人,美術,https://www.miho.jp/
長浜市長浜城歴史博物館,滋賀県,長浜市,登録博物館,市区町村立,歴史,https://nagahama-rekihaku.jp
観峰館,滋賀県,東近江市,登録博物館,公益財団法人,歴史,https://kampokan.com/
日登美美術館,滋賀県,東近江市,登録博物館,一般財団法人,美術,https://sam.shiga.jp/%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA-%E6%97%A5%E7%99%BB%E7%BE%8E%E7%BE%8E%E8%A1%93%E9%A4%A8/
彦根城博物館,滋賀県,彦根市,登録博物館,市区町村立,美術,https://hikone-castle-museum.jp/
佐川美術館,滋賀県,守山市,登録博物館,公益財団法人,美術,https://www.sagawa-artmuseum.or.jp/
野洲市歴史民俗博物館・銅鐸博物館,滋賀県,野洲市,登録博物館,市区町村立,歴史,https://www.city.yasu.lg.jp/soshiki/rekishiminzoku/museum.html
栗東歴史民俗博物館,滋賀県,栗東市,登録博物館,市区町村立,歴史,http://www.city.ritto.lg.jp/hakubutsukan/
ボーダレス・アートミュージアムＮＯーＭＡ,滋賀県,近江八幡市,指定施設,社会福祉法人,美術,https://www.no-ma.jp/
近江神宮時計館宝物館,滋賀県,大津市,指定施設,宗教法人,歴史,https://oumijingu.org/pages/98/
田上鉱物博物館,滋賀県,大津市,指定施設,個人,科学,
滋賀大学経済学部附属史料館,滋賀県,彦根市,指定施設,国立大学法人,歴史,https://www.econ.shiga-u.ac.jp/shiryo/10/1/
◎ 平等院ミュージアム鳳翔館,京都府,宇治市,登録博物館,宗教法人,美術,https://www.byodoin.or.jp/museum/
◎アサヒグループ大山崎山荘美術館,京都府,乙訓郡大山崎町,登録博物館,公益財団法人,美術,https://www.asahigroup-oyamazaki.com/
京都府立山城郷土資料館,京都府,木津川市,登録博物館,都道府県立,総合,http://www.kyoto-be.ne.jp/yamasiro-m/cms/
大西清右衛門美術館,京都府,京都市,登録博物館,公益財団法人,美術,
角屋もてなしの文化美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://sumiyaho.sakura.ne.jp/
◎漢検　漢字博物館・図書館,京都府,京都市,登録博物館,公益財団法人,歴史,https://www.kanjimuseum.kyoto/
北村美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://kitamura-museum.com/
◎京都市青少年科学センター,京都府,京都市,登録博物館,市区町村立,科学,https://www.edu.city.kyoto.jp/science/
◎京都市動物園,京都府,京都市,登録博物館,市区町村立,動物園,https://zoo.city.kyoto.lg.jp/zoo/
京都府京都文化博物館,京都府,京都市,登録博物館,都道府県立,歴史,https://www.bunpaku.or.jp/
高麗美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://www.koryomuseum.or.jp/
◎嵯峨嵐山文華館,京都府,京都市,登録博物館,公益財団法人,歴史,https://www.samac.jp/
茶道資料館,京都府,京都市,登録博物館,一般財団法人,美術,https://www.urasenke.or.jp/textc/kon/gallery.html
◎島津製作所 創業記念資料館,京都府,京都市,登録博物館,会社,歴史,https://www.shimadzu.co.jp/memorial-museum/
白沙村荘　橋本関雪記念館,京都府,京都市,登録博物館,公益財団法人,美術,http://www.hakusasonso.jp/
泉屋博古館,京都府,京都市,登録博物館,公益財団法人,美術,https://sen-oku.or.jp/
◎武田薬品工業株式会社 京都薬用植物園,京都府,京都市,登録博物館,会社,植物園,https://www.takeda.co.jp/kyoto/
並河靖之七宝記念館,京都府,京都市,登録博物館,公益財団法人,美術,https://namikawa-kyoto.jp
日図デザイン博物館,京都府,京都市,登録博物館,公益社団法人,美術,http://www.nichizu.or.jp/?cat=5
◎野村美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://nomura-museum.or.jp/
博物館さがの人形の家,京都府,京都市,登録博物館,公益財団法人,歴史,http://sagano.or.jp/
風俗博物館,京都府,京都市,登録博物館,一般財団法人,歴史,https://www.iz2.or.jp/
◎福田美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://fukuda-art-museum.jp/
細見美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://www.emuseum.or.jp/
◎樂美術館,京都府,京都市,登録博物館,公益財団法人,美術,https://www.raku-yaki.or.jp/museum/
霊山歴史館,京都府,京都市,登録博物館,公益財団法人,歴史,https://www.ryozen-museum.or.jp/
京都府立丹後郷土資料館,京都府,宮津市,登録博物館,都道府県立,歴史,http://www.kyoto-be.ne.jp/tango-m/cms/
◎永守コレクションギャラリー,京都府,向日市,登録博物館,公益財団法人,歴史,https://nagamori-gallery.org/
○宇治市歴史資料館,京都府,宇治市,指定施設,市区町村立,歴史,https://www.city.uji.kyoto.jp/soshiki/89/
同志社大学歴史資料館,京都府,京田辺市,指定施設,私立大学付属,歴史,http://hmuseum.doshisha.ac.jp/
KCIギャラリー,京都府,京都市,指定施設,公益財団法人,美術,https://www.kci.or.jp/gallery/
大谷大学博物館,京都府,京都市,指定施設,私立大学付属,歴史,https://www.otani.ac.jp/kyo_kikan/museum/index.html
京都芸術大学芸術館,京都府,京都市,指定施設,私立大学付属,美術,https://kyoto-geijutsu-kan.com/
○京都工芸繊維大学美術工芸資料館,京都府,京都市,指定施設,国立大学法人,美術,https://www.museum.kit.ac.jp/
京都国立近代美術館,京都府,京都市,指定施設,独立行政法人,美術,https://www.momak.go.jp/
○京都国立博物館,京都府,京都市,指定施設,独立行政法人,総合,https://www.kyohaku.go.jp/jp/
京都産業大学ギャラリー,京都府,京都市,指定施設,私立大学付属,歴史,https://www.kyoto-su.ac.jp/facilities/musubiwaza/gallery/
○京都産業大学神山天文台,京都府,京都市,指定施設,私立大学付属,科学,https://www.kyoto-su.ac.jp/observatory/
京都市学校歴史博物館,京都府,京都市,指定施設,市区町村立,歴史,http://kyo-gakurehaku.jp/
京都市京セラ美術館（京都市美術館）,京都府,京都市,指定施設,市区町村立,美術,https://kyotocity-kyocera.museum/
京都市立芸術大学芸術資料館,京都府,京都市,指定施設,公立大学付属,美術,http://libmuse.kcua.ac.jp/muse/
京都精華大学ギャラリー,京都府,京都市,指定施設,私立大学付属,美術,https://gallery.kyoto-seika.ac.jp/
○京都大学総合博物館,京都府,京都市,指定施設,国立大学法人,総合,https://www.museum.kyoto-u.ac.jp/
京都鉄道博物館,京都府,京都市,指定施設,会社,科学,https://www.kyotorailwaymuseum.jp/
嵯峨美術大学・嵯峨美術短期大学附属博物館,京都府,京都市,指定施設,私立大学付属,美術,https://www.kyoto-saga.ac.jp/about/museum/
醍醐寺霊宝館,京都府,京都市,指定施設,宗教法人,美術,https://www.daigoji.or.jp/grounds/reihoukan.html
花園大学歴史博物館,京都府,京都市,指定施設,私立大学付属,歴史,https://www.hanazono.ac.jp/about/museum.html
佛教大学宗教文化ミュージアム,京都府,京都市,指定施設,私立大学付属,歴史,https://www.bukkyo-u.ac.jp/museum/
養源院,京都府,京都市,指定施設,宗教法人,美術,https://yougenin.jp/
